,player_id,weight,current_team,college,draft_team,draft_round,draft_position,draft_year,position_cleaned,year,game_location,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points,height_inches
77,18011,251.0,None,Southern Illinois,Minnesota Vikings,5.0,143.0,2015.0,TE,2015,A,8630.375,0,0,0,0.0,0,0,0,0,0,0,0,10,7,71,0,12,0,0,0,0.0,0.0,14.1,0,14.1,74.0
78,18011,251.0,None,Southern Illinois,Minnesota Vikings,5.0,143.0,2015.0,TE,2015,H,8639.083333333334,0,0,0,0.0,0,0,0,0,0,0,0,8,5,40,0,0,0,0,0,0.0,0.0,9.0,0,9.0,74.0
79,18011,251.0,None,Southern Illinois,Minnesota Vikings,5.0,143.0,2015.0,TE,2016,A,9049.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0.0,0.0,1.6,0,1.6,74.0
80,18011,251.0,None,Southern Illinois,Minnesota Vikings,5.0,143.0,2015.0,TE,2016,H,8988.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0.0,0.0,1.7,0,1.7,74.0
717,4931,258.0,None,South Carolina,Indianapolis Colts,7.0,254.0,2013.0,TE,2015,A,9064.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
718,4931,258.0,None,South Carolina,Indianapolis Colts,7.0,254.0,2013.0,TE,2015,H,9050.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
727,23066,254.0,Oakland Raiders,Miami (FL),Oakland Raiders,3.0,68.0,2015.0,TE,2015,A,8788.3125,0,0,0,0.0,0,0,0,0,0,0,0,24,13,175,2,0,0,0,0,0.0,0.0,42.5,0,42.5,76.0
728,23066,254.0,Oakland Raiders,Miami (FL),Oakland Raiders,3.0,68.0,2015.0,TE,2015,H,8781.78125,0,0,0,0.0,0,0,0,0,0,0,0,26,15,154,1,0,0,0,0,0.0,0.0,36.40000000000001,0,36.40000000000001,76.0
729,23066,254.0,Oakland Raiders,Miami (FL),Oakland Raiders,3.0,68.0,2015.0,TE,2016,A,9151.722222222224,0,0,0,0.0,0,0,0,0,0,0,0,29,17,178,0,0,0,0,0,0.0,0.0,34.800000000000004,0,34.800000000000004,76.0
730,23066,254.0,Oakland Raiders,Miami (FL),Oakland Raiders,3.0,68.0,2015.0,TE,2016,H,9153.464285714286,0,0,0,0.0,0,0,0,0,0,0,0,25,18,197,3,0,0,0,0,0.0,0.0,55.7,0,55.7,76.0
731,23066,254.0,Oakland Raiders,Miami (FL),Oakland Raiders,3.0,68.0,2015.0,TE,2017,A,9483.35,0,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0.0,0.0,0.9,0,0.9,76.0
732,23066,254.0,Oakland Raiders,Miami (FL),Oakland Raiders,3.0,68.0,2015.0,TE,2017,H,9498.0,0,0,0,0.0,0,0,0,0,0,0,0,4,2,11,0,0,0,0,0,0.0,0.0,3.1,0,3.1,76.0
915,6318,250.0,Cincinnati Bengals,Notre Dame,Cincinnati Bengals,1.0,21.0,2013.0,TE,2015,A,9169.85,0,0,0,0.0,0,0,0,0,0,0,0,30,20,195,5,0,0,0,0,0.0,0.0,69.5,0,69.5,78.0
916,6318,250.0,Cincinnati Bengals,Notre Dame,Cincinnati Bengals,1.0,21.0,2013.0,TE,2015,H,9199.694444444445,0,0,0,0.0,0,0,0,0,0,0,0,53,37,478,8,0,0,0,0,0.0,0.0,132.79999999999998,0,132.79999999999998,78.0
917,6318,250.0,Cincinnati Bengals,Notre Dame,Cincinnati Bengals,1.0,21.0,2013.0,TE,2016,A,9576.833333333334,0,0,0,0.0,0,0,0,0,0,0,0,22,13,212,3,0,0,0,0,0.0,0.0,52.2,0,52.2,78.0
918,6318,250.0,Cincinnati Bengals,Notre Dame,Cincinnati Bengals,1.0,21.0,2013.0,TE,2016,H,9568.1,0,0,0,0.0,0,0,0,0,0,0,0,25,16,182,2,0,0,0,0,0.0,0.0,46.2,0,46.2,78.0
919,6318,250.0,Cincinnati Bengals,Notre Dame,Cincinnati Bengals,1.0,21.0,2013.0,TE,2017,H,9865.75,0,0,0,0.0,0,0,0,0,0,0,0,5,4,46,0,0,0,0,0,0.0,0.0,8.6,0,8.6,78.0
1046,13178,266.0,Cleveland Browns,Northeastern,None,0.0,0.0,0.0,TE,2016,A,9483.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0.0,0.0,1.4,0,1.4,79.0
1047,13178,266.0,Cleveland Browns,Northeastern,None,0.0,0.0,0.0,TE,2016,H,9497.55,0,0,0,0.0,0,0,0,0,0,0,0,1,1,18,1,0,0,0,0,0.0,0.0,8.8,0,8.8,79.0
1048,13178,266.0,Cleveland Browns,Northeastern,None,0.0,0.0,0.0,TE,2016,N,9536.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,79.0
1049,13178,266.0,Cleveland Browns,Northeastern,None,0.0,0.0,0.0,TE,2017,H,9802.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,79.0
1376,6721,255.0,Miami Dolphins,Notre Dame,Dallas Cowboys,2.0,53.0,2006.0,TE,2015,A,11528.75,0,0,0,0.0,0,0,0,0,0,0,0,19,15,179,2,0,0,0,0,0.0,0.0,44.9,0,44.9,76.0
1377,6721,255.0,Miami Dolphins,Notre Dame,Dallas Cowboys,2.0,53.0,2006.0,TE,2015,H,11524.75,0,0,0,0.0,0,0,0,0,0,0,0,23,11,110,0,0,0,0,0,0.0,0.0,22.0,0,22.0,76.0
1378,6721,255.0,Miami Dolphins,Notre Dame,Dallas Cowboys,2.0,53.0,2006.0,TE,2016,A,11889.625,0,0,0,0.0,0,0,0,0,0,0,0,7,4,32,0,0,0,0,0,0.0,0.0,7.2,0,7.2,76.0
1379,6721,255.0,Miami Dolphins,Notre Dame,Dallas Cowboys,2.0,53.0,2006.0,TE,2016,H,11882.375,0,0,0,0.0,0,0,0,0,0,0,0,6,4,51,2,0,0,0,0,0.0,0.0,21.1,0,21.1,76.0
1380,6721,255.0,Miami Dolphins,Notre Dame,Dallas Cowboys,2.0,53.0,2006.0,TE,2017,A,12236.75,0,0,0,0.0,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,0.0,0.0,3.1,0,3.1,76.0
1381,6721,255.0,Miami Dolphins,Notre Dame,Dallas Cowboys,2.0,53.0,2006.0,TE,2017,H,12239.65,0,0,0,0.0,0,0,0,0,0,0,0,7,5,34,1,0,0,0,0,0.0,0.0,14.4,0,14.4,76.0
1385,21684,246.0,Indianapolis Colts,Miami (FL),None,0.0,0.0,0.0,TE,2015,H,8640.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
1386,21684,246.0,Indianapolis Colts,Miami (FL),None,0.0,0.0,0.0,TE,2016,A,8948.0,0,0,0,0.0,0,0,0,0,0,0,0,16,11,210,1,0,0,0,0,0.0,0.0,38.0,0,38.0,77.0
1387,21684,246.0,Indianapolis Colts,Miami (FL),None,0.0,0.0,0.0,TE,2016,H,8946.75,0,0,0,0.0,0,0,0,0,0,0,0,6,4,87,0,0,0,0,0,0.0,0.0,12.7,0,12.7,77.0
1630,12649,240.0,Cincinnati Bengals,Rutgers,Cincinnati Bengals,3.0,85.0,2015.0,TE,2015,A,8425.6875,0,0,0,0.0,0,0,0,0,0,0,0,11,8,94,1,0,0,0,0,0.0,0.0,23.4,0,23.4,77.0
1631,12649,240.0,Cincinnati Bengals,Rutgers,Cincinnati Bengals,3.0,85.0,2015.0,TE,2015,H,8432.111111111111,0,0,0,0.0,0,0,0,0,0,0,0,4,3,35,0,0,0,0,0,0.0,0.0,6.5,0,6.5,77.0
1632,12649,240.0,Cincinnati Bengals,Rutgers,Cincinnati Bengals,3.0,85.0,2015.0,TE,2016,A,8775.464285714286,0,0,0,0.0,0,0,0,0,0,0,0,10,8,83,0,0,0,0,0,0.0,0.0,16.3,0,16.3,77.0
1633,12649,240.0,Cincinnati Bengals,Rutgers,Cincinnati Bengals,3.0,85.0,2015.0,TE,2016,H,8785.785714285714,0,0,0,0.0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0.0,0.0,2.9000000000000004,0,2.9000000000000004,77.0
1634,12649,240.0,Cincinnati Bengals,Rutgers,Cincinnati Bengals,3.0,85.0,2015.0,TE,2017,A,9140.5,0,0,0,0.0,0,0,0,0,0,0,0,26,18,214,4,0,0,0,0,0.0,0.0,63.40000000000001,0,63.40000000000001,77.0
1635,12649,240.0,Cincinnati Bengals,Rutgers,Cincinnati Bengals,3.0,85.0,2015.0,TE,2017,H,9127.7,0,0,0,0.0,0,0,0,0,0,0,0,16,13,103,1,0,0,0,0,0.0,0.0,29.3,0,29.3,77.0
2645,21758,234.0,None,Kentucky,Indianapolis Colts,4.0,127.0,2008.0,TE,2015,A,11192.5,0,0,0,0.0,0,0,0,0,0,0,0,38,24,266,0,0,0,0,0,0.0,0.0,50.6,0,50.6,76.0
2646,21758,234.0,None,Kentucky,Indianapolis Colts,4.0,127.0,2008.0,TE,2015,H,11202.642857142857,0,0,0,0.0,0,0,0,0,0,0,0,43,35,391,1,0,0,0,0,0.0,0.0,80.1,0,80.1,76.0
2647,21758,234.0,None,Kentucky,Indianapolis Colts,4.0,127.0,2008.0,TE,2016,A,11524.0,0,0,0,0.0,0,0,0,0,0,0,0,16,11,120,1,0,0,0,0,0.0,0.0,29.000000000000004,0,29.000000000000004,76.0
2648,21758,234.0,None,Kentucky,Indianapolis Colts,4.0,127.0,2008.0,TE,2016,H,11530.75,0,0,0,0.0,0,0,0,0,0,0,0,15,11,90,2,0,0,0,0,0.0,0.0,32.0,0,32.0,76.0
4145,24178,250.0,Baltimore Ravens,Minnesota,Baltimore Ravens,2.0,55.0,2015.0,TE,2015,A,7865.916666666668,0,0,0,0.0,0,0,0,0,0,0,0,21,14,117,0,6,0,0,0,0.0,0.0,25.70000000000001,0,25.70000000000001,76.0
4146,24178,250.0,Baltimore Ravens,Minnesota,Baltimore Ravens,2.0,55.0,2015.0,TE,2015,H,7889.0,0,0,0,0.0,0,0,0,0,0,0,0,27,18,151,1,0,0,0,0,0.0,0.0,39.1,0,39.1,76.0
4147,24178,250.0,Baltimore Ravens,Minnesota,Baltimore Ravens,2.0,55.0,2015.0,TE,2016,A,8198.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
4148,24178,250.0,Baltimore Ravens,Minnesota,Baltimore Ravens,2.0,55.0,2015.0,TE,2016,H,8198.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
4149,24178,250.0,Baltimore Ravens,Minnesota,Baltimore Ravens,2.0,55.0,2015.0,TE,2017,A,8593.75,0,0,0,0.0,0,0,0,0,0,0,0,6,6,40,0,0,0,0,0,0.0,0.0,10.0,0,10.0,76.0
4150,24178,250.0,Baltimore Ravens,Minnesota,Baltimore Ravens,2.0,55.0,2015.0,TE,2017,H,8591.75,0,0,0,0.0,0,0,0,0,1,2,0,6,6,39,0,0,0,0,0,0.0,0.2,9.9,0,10.1,76.0
4447,5061,247.0,Indianapolis Colts,Washington,None,0.0,0.0,0.0,TE,2017,A,8359.9,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
4448,5061,247.0,Indianapolis Colts,Washington,None,0.0,0.0,0.0,TE,2017,H,8358.3,0,0,0,0.0,0,0,0,0,0,0,0,10,3,26,0,0,0,0,0,0.0,0.0,5.6,0,5.6,75.0
4563,10909,254.0,Pittsburgh Steelers,Penn St.,Pittsburgh Steelers,5.0,160.0,2015.0,TE,2015,A,7876.083333333332,0,0,0,0.0,0,0,0,0,0,0,0,4,3,33,0,0,0,0,0,0.0,0.0,6.3000000000000025,0,6.3000000000000025,79.0
4564,10909,254.0,Pittsburgh Steelers,Penn St.,Pittsburgh Steelers,5.0,160.0,2015.0,TE,2015,H,7846.5,0,0,0,0.0,0,0,0,0,0,0,0,8,6,45,1,0,0,0,0,0.0,0.0,16.5,0,16.5,79.0
4565,10909,254.0,Pittsburgh Steelers,Penn St.,Pittsburgh Steelers,5.0,160.0,2015.0,TE,2016,A,8204.3,0,0,0,0.0,0,0,0,0,0,0,0,40,23,208,0,0,0,0,0,0.0,0.0,43.8,0,43.8,79.0
4566,10909,254.0,Pittsburgh Steelers,Penn St.,Pittsburgh Steelers,5.0,160.0,2015.0,TE,2016,H,8199.055555555555,0,0,0,0.0,0,0,0,0,0,0,0,35,27,267,3,0,0,0,0,0.0,0.0,71.69999999999997,0,71.69999999999997,79.0
4567,10909,254.0,Pittsburgh Steelers,Penn St.,Pittsburgh Steelers,5.0,160.0,2015.0,TE,2017,A,8529.083333333334,0,0,0,0.0,0,0,0,0,0,0,0,20,13,142,2,0,0,0,0,0.0,0.0,39.2,0,39.2,79.0
4568,10909,254.0,Pittsburgh Steelers,Penn St.,Pittsburgh Steelers,5.0,160.0,2015.0,TE,2017,H,8542.95,0,0,0,0.0,0,0,0,0,0,0,0,22,15,104,1,0,0,0,0,0.0,0.0,31.4,0,31.4,79.0
4745,1544,248.0,New England Patriots,Texas A&M;,Dallas Cowboys,2.0,61.0,2008.0,TE,2015,A,10453.4,0,0,0,0.0,0,0,0,0,0,0,0,39,25,181,1,0,0,0,0,0.0,0.0,49.1,0,49.1,79.0
4746,1544,248.0,New England Patriots,Texas A&M;,Dallas Cowboys,2.0,61.0,2008.0,TE,2015,H,10452.5,0,0,0,0.0,0,0,0,0,0,0,0,41,28,258,2,0,0,0,0,0.0,0.0,65.80000000000001,0,65.80000000000001,79.0
4747,1544,248.0,New England Patriots,Texas A&M;,Dallas Cowboys,2.0,61.0,2008.0,TE,2016,A,10836.75,0,0,0,0.0,0,0,0,0,1,4,0,36,23,225,4,0,0,0,0,0.0,0.4,69.5,0,69.9,79.0
4748,1544,248.0,New England Patriots,Texas A&M;,Dallas Cowboys,2.0,61.0,2008.0,TE,2016,H,10844.75,0,0,0,0.0,0,0,0,0,1,6,0,46,38,512,3,0,0,0,0,0.0,0.6,107.20000000000002,0,107.80000000000004,79.0
4749,1544,248.0,New England Patriots,Texas A&M;,Dallas Cowboys,2.0,61.0,2008.0,TE,2016,N,10924.25,0,0,0,0.0,0,0,0,0,0,0,0,6,5,62,0,0,0,0,0,0.0,0.0,11.2,0,11.2,79.0
4750,1544,248.0,New England Patriots,Texas A&M;,Dallas Cowboys,2.0,61.0,2008.0,TE,2017,A,11182.1,0,0,0,0.0,0,0,0,0,0,0,0,24,16,175,0,0,0,0,0,0.0,0.0,33.5,0,33.5,79.0
4751,1544,248.0,New England Patriots,Texas A&M;,Dallas Cowboys,2.0,61.0,2008.0,TE,2017,H,11160.0,0,0,0,0.0,0,0,0,0,0,0,0,20,14,111,0,0,0,0,0,0.0,0.0,25.1,0,25.1,79.0
5173,18350,236.0,Washington Redskins,Florida,Washington Redskins,3.0,85.0,2013.0,TE,2015,A,9277.25,0,0,0,0.0,0,0,0,0,0,0,0,48,37,454,4,0,0,0,0,0.0,0.0,106.4,0,106.4,75.0
5174,18350,236.0,Washington Redskins,Florida,Washington Redskins,3.0,85.0,2013.0,TE,2015,H,9260.138888888889,0,0,0,0.0,0,0,0,0,0,0,0,83,59,618,8,0,0,0,0,0.0,0.0,168.8,0,168.8,75.0
5175,18350,236.0,Washington Redskins,Florida,Washington Redskins,3.0,85.0,2013.0,TE,2016,A,9617.7,0,0,0,0.0,0,0,0,0,0,0,0,44,32,313,3,0,0,0,0,0.0,0.0,81.3,0,81.3,75.0
5176,18350,236.0,Washington Redskins,Florida,Washington Redskins,3.0,85.0,2013.0,TE,2016,H,9619.785714285714,0,0,0,0.0,0,0,0,0,0,0,0,45,34,373,3,0,0,0,0,0.0,0.0,89.3,0,89.3,75.0
5177,18350,236.0,Washington Redskins,Florida,Washington Redskins,3.0,85.0,2013.0,TE,2017,A,9954.75,0,0,0,0.0,0,0,0,0,0,0,0,21,17,133,2,0,0,0,0,0.0,0.0,42.3,0,42.3,75.0
5178,18350,236.0,Washington Redskins,Florida,Washington Redskins,3.0,85.0,2013.0,TE,2017,H,9958.75,0,0,0,0.0,0,0,0,0,0,0,0,14,10,78,0,0,0,0,0,0.0,0.0,17.8,0,17.8,75.0
5406,9863,229.0,New Orleans Saints,Idaho St.,None,0.0,0.0,0.0,TE,2015,A,9299.625,0,0,0,0.0,0,0,0,0,0,0,0,9,3,20,0,0,0,0,0,0.0,0.0,5.0,0,5.0,77.0
5407,9863,229.0,New Orleans Saints,Idaho St.,None,0.0,0.0,0.0,TE,2015,H,9302.875,0,0,0,0.0,0,0,0,0,0,0,0,21,13,100,2,0,0,0,0,0.0,0.0,35.0,0,35.0,77.0
5408,9863,229.0,New Orleans Saints,Idaho St.,None,0.0,0.0,0.0,TE,2016,A,9664.5,0,0,0,0.0,0,0,0,0,0,0,0,7,5,46,0,0,0,0,0,0.0,0.0,9.6,0,9.6,77.0
5409,9863,229.0,New Orleans Saints,Idaho St.,None,0.0,0.0,0.0,TE,2016,H,9660.833333333334,0,0,0,0.0,0,0,0,0,0,0,0,15,10,103,1,0,0,0,0,0.0,0.0,26.3,0,26.3,77.0
5410,9863,229.0,New Orleans Saints,Idaho St.,None,0.0,0.0,0.0,TE,2017,A,10010.083333333334,0,0,0,0.0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0.0,0.0,2.1,0,2.1,77.0
5411,9863,229.0,New Orleans Saints,Idaho St.,None,0.0,0.0,0.0,TE,2017,H,10017.15,0,0,0,0.0,0,0,0,0,1,-8,0,8,7,61,1,0,0,0,0,0.0,-0.8,19.1,0,18.3,77.0
5414,6211,250.0,Detroit Lions,North Carolina,Detroit Lions,1.0,10.0,2014.0,TE,2015,A,8246.875,0,0,0,0.0,0,0,0,0,0,0,0,48,30,301,3,0,0,0,0,0.0,0.0,78.10000000000002,0,78.10000000000002,76.0
5415,6211,250.0,Detroit Lions,North Carolina,Detroit Lions,1.0,10.0,2014.0,TE,2015,H,8255.833333333334,0,0,0,0.0,0,0,0,0,0,0,0,22,17,236,2,0,0,0,0,0.0,0.0,52.6,0,52.6,76.0
5416,6211,250.0,Detroit Lions,North Carolina,Detroit Lions,1.0,10.0,2014.0,TE,2016,A,8615.416666666666,0,0,0,0.0,0,0,0,0,0,0,0,67,46,518,1,0,0,0,0,0.0,0.0,103.79999999999998,0,103.79999999999998,76.0
5417,6211,250.0,Detroit Lions,North Carolina,Detroit Lions,1.0,10.0,2014.0,TE,2016,H,8625.55,0,0,0,0.0,0,0,0,0,1,1,1,24,17,216,0,0,0,0,0,0.0,6.1,38.6,0,44.7,76.0
5418,6211,250.0,Detroit Lions,North Carolina,Detroit Lions,1.0,10.0,2014.0,TE,2017,A,8957.2,0,0,0,0.0,0,0,0,0,0,0,0,23,15,162,1,0,0,0,0,0.0,0.0,37.2,0,37.2,76.0
5419,6211,250.0,Detroit Lions,North Carolina,Detroit Lions,1.0,10.0,2014.0,TE,2017,H,8957.0,0,0,0,0.0,0,0,0,0,0,0,0,27,13,155,1,0,0,0,0,0.0,0.0,34.5,0,34.5,76.0
5461,20672,248.0,Tennessee Titans,Florida International,Tennessee Titans,3.0,100.0,2017.0,TE,2017,A,8094.833333333332,0,0,0,0.0,0,0,0,0,0,0,0,13,9,73,1,0,0,0,0,0.0,0.0,22.3,0,22.3,75.0
5462,20672,248.0,Tennessee Titans,Florida International,Tennessee Titans,3.0,100.0,2017.0,TE,2017,H,8088.3,0,0,0,0.0,0,0,0,0,0,0,0,10,4,54,1,0,0,0,0,0.0,0.0,15.4,0,15.4,75.0
5717,19573,235.0,None,None,None,0.0,0.0,0.0,TE,2015,A,8087.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
6148,9153,230.0,Kansas City Chiefs,Wisc-Milwaukee,None,0.0,0.0,0.0,TE,2015,A,8874.9,0,0,0,0.0,0,0,0,0,0,0,0,6,5,51,0,0,0,0,0,0.0,0.0,10.1,0,10.1,79.0
6149,9153,230.0,Kansas City Chiefs,Wisc-Milwaukee,None,0.0,0.0,0.0,TE,2015,H,8875.5,0,0,0,0.0,0,0,0,0,0,0,0,6,3,33,1,0,0,0,0,0.0,0.0,12.3,0,12.3,79.0
6150,9153,230.0,Kansas City Chiefs,Wisc-Milwaukee,None,0.0,0.0,0.0,TE,2016,A,9231.25,0,0,0,0.0,0,0,0,0,0,0,0,12,6,42,0,0,0,0,0,0.0,0.0,10.2,0,10.2,79.0
6151,9153,230.0,Kansas City Chiefs,Wisc-Milwaukee,None,0.0,0.0,0.0,TE,2016,H,9241.805555555555,0,0,0,0.0,0,0,0,0,0,0,0,19,11,81,1,44,0,0,0,0.0,0.0,25.1,0,25.1,79.0
6152,9153,230.0,Kansas City Chiefs,Wisc-Milwaukee,None,0.0,0.0,0.0,TE,2017,A,9573.5,0,0,0,0.0,0,0,0,0,0,0,0,10,7,52,1,0,0,0,0,0.0,0.0,18.2,0,18.2,79.0
6153,9153,230.0,Kansas City Chiefs,Wisc-Milwaukee,None,0.0,0.0,0.0,TE,2017,H,9577.7,0,0,0,0.0,0,0,0,0,0,0,0,9,2,33,0,0,0,0,0,0.0,0.0,5.3,0,5.3,79.0
6454,6999,250.0,New Orleans Saints,Stanford,Indianapolis Colts,2.0,34.0,2012.0,TE,2015,A,9909.59375,0,0,0,0.0,0,0,0,0,0,0,0,42,24,192,1,0,0,0,0,0.0,0.0,49.2,0,49.2,78.0
6455,6999,250.0,New Orleans Saints,Stanford,Indianapolis Colts,2.0,34.0,2012.0,TE,2015,H,9910.875,0,0,0,0.0,0,0,0,0,0,0,0,42,30,299,2,0,0,0,0,0.0,0.0,71.9,0,71.9,78.0
6456,6999,250.0,New Orleans Saints,Stanford,Indianapolis Colts,2.0,34.0,2012.0,TE,2016,A,10279.84375,0,0,0,0.0,0,0,0,0,0,0,0,39,19,205,1,0,0,0,0,0.0,0.0,45.5,0,45.5,78.0
6457,6999,250.0,New Orleans Saints,Stanford,Indianapolis Colts,2.0,34.0,2012.0,TE,2016,H,10271.46875,0,0,0,0.0,0,0,0,0,1,2,1,42,31,426,2,0,0,0,0,0.0,6.2,85.6,0,91.8,78.0
6458,6999,250.0,New Orleans Saints,Stanford,Indianapolis Colts,2.0,34.0,2012.0,TE,2017,A,10618.541666666666,0,0,0,0.0,0,0,0,0,0,0,0,17,11,126,1,0,0,0,0,0.0,0.0,29.6,0,29.6,78.0
6459,6999,250.0,New Orleans Saints,Stanford,Indianapolis Colts,2.0,34.0,2012.0,TE,2017,H,10625.6,0,0,0,0.0,0,0,0,0,0,0,0,13,11,169,1,0,0,0,0,0.0,0.0,33.9,0,33.9,78.0
6550,1142,240.0,None,Louisville,Carolina Panthers,5.0,141.0,2008.0,TE,2015,A,10999.71875,0,0,0,0.0,0,0,0,0,0,0,0,55,37,529,4,0,0,0,0,0.0,0.0,113.90000000000002,0,113.90000000000002,77.0
6551,1142,240.0,None,Louisville,Carolina Panthers,5.0,141.0,2008.0,TE,2015,H,11007.21875,0,0,0,0.0,0,0,0,0,0,0,0,70,42,514,5,0,0,0,0,0.0,0.0,123.4,0,123.4,77.0
6552,1142,240.0,None,Louisville,Carolina Panthers,5.0,141.0,2008.0,TE,2016,A,11359.59375,0,0,0,0.0,0,0,0,0,0,0,0,39,29,331,1,0,0,0,0,0.0,0.0,68.1,0,68.1,77.0
6553,1142,240.0,None,Louisville,Carolina Panthers,5.0,141.0,2008.0,TE,2016,H,11372.09375,0,0,0,0.0,0,0,0,0,0,0,0,43,26,281,1,0,0,0,0,0.0,0.0,60.1,0,60.1,77.0
6740,20698,269.0,Oakland Raiders,Tennessee,New England Patriots,5.0,159.0,2011.0,TE,2015,A,10216.857142857143,0,0,0,0.0,0,0,0,0,0,0,0,8,7,35,0,0,0,0,0,0.0,0.0,10.5,0,10.5,78.0
6741,20698,269.0,Oakland Raiders,Tennessee,New England Patriots,5.0,159.0,2011.0,TE,2015,H,10211.71875,0,0,0,0.0,0,0,0,0,0,0,0,5,5,35,1,8,0,0,0,0.0,0.0,14.5,0,14.5,78.0
6742,20698,269.0,Oakland Raiders,Tennessee,New England Patriots,5.0,159.0,2011.0,TE,2016,A,10533.666666666666,0,0,0,0.0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0.0,0.0,2.5,0,2.5,78.0
6743,20698,269.0,Oakland Raiders,Tennessee,New England Patriots,5.0,159.0,2011.0,TE,2016,H,10529.0,0,0,0,0.0,0,0,0,0,0,0,0,4,4,24,0,0,0,0,0,0.0,0.0,6.4,0,6.4,78.0
6744,20698,269.0,Oakland Raiders,Tennessee,New England Patriots,5.0,159.0,2011.0,TE,2017,A,10913.25,0,0,0,0.0,0,0,0,0,0,0,0,5,3,36,0,0,0,0,0,0.0,0.0,6.6,0,6.6,78.0
6745,20698,269.0,Oakland Raiders,Tennessee,New England Patriots,5.0,159.0,2011.0,TE,2017,H,10927.958333333334,0,0,0,0.0,0,0,0,0,0,0,0,2,2,21,0,0,0,0,0,0.0,0.0,4.1,0,4.1,78.0
6845,4469,235.0,Oakland Raiders,South Carolina,Tennessee Titans,3.0,89.0,2009.0,TE,2015,A,10445.5,0,0,0,0.0,0,0,0,0,0,0,0,40,19,181,0,0,0,0,0,0.0,0.0,37.1,0,37.1,76.0
6846,4469,235.0,Oakland Raiders,South Carolina,Tennessee Titans,3.0,89.0,2009.0,TE,2015,H,10440.75,0,0,0,0.0,0,0,0,0,0,0,0,35,20,300,0,0,0,0,0,0.0,0.0,50.0,0,50.0,76.0
6847,4469,235.0,Oakland Raiders,South Carolina,Tennessee Titans,3.0,89.0,2009.0,TE,2016,A,10827.25,0,0,0,0.0,0,0,0,0,0,0,0,60,35,472,3,0,0,0,0,0.0,0.0,100.2,0,100.2,76.0
6848,4469,235.0,Oakland Raiders,South Carolina,Tennessee Titans,3.0,89.0,2009.0,TE,2016,H,10831.65,0,0,0,0.0,0,0,0,0,0,0,0,23,13,134,0,0,0,0,0,0.0,0.0,26.4,0,26.4,76.0
6849,4469,235.0,Oakland Raiders,South Carolina,Tennessee Titans,3.0,89.0,2009.0,TE,2017,A,11141.5,0,0,0,0.0,0,0,0,0,0,0,0,33,24,328,1,0,0,0,0,0.0,0.0,62.8,0,62.8,76.0
6850,4469,235.0,Oakland Raiders,South Carolina,Tennessee Titans,3.0,89.0,2009.0,TE,2017,H,11156.166666666664,0,0,0,0.0,0,0,0,0,0,0,0,32,18,208,0,0,0,0,0,0.0,0.0,38.8,0,38.8,76.0
7202,1313,245.0,None,None,None,0.0,0.0,0.0,TE,2017,A,8700.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,78.0
8245,3751,270.0,None,Iowa,San Diego Chargers,4.0,129.0,2007.0,TE,2015,A,11081.833333333336,0,0,0,0.0,0,0,0,0,0,0,0,23,11,121,2,0,0,0,0,0.0,0.0,35.099999999999994,0,35.099999999999994,79.0
