,player_id,weight,draft_round,draft_position,draft_year,game_location,position_cleaned,height_inches,year,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points
2796,23257,201,0,0,0,H,RB,67,2017,9383.75,0,0,0,0.0,0,0,0,0,16,58,0,1,1,-3,0,0,0,0,0,0.0,5.8,0.7,0,6.5
2805,18955,190,5,145,2011,A,RB,67,2017,10126.75,0,0,0,0.0,0,0,0,0,18,52,0,4,3,21,0,96,0,0,0,0.0,5.2,5.1,0,10.3
2806,18955,190,5,145,2011,H,RB,67,2017,10110.75,0,0,0,0.0,0,0,0,0,42,165,1,5,4,33,0,0,0,0,0,0.0,22.5,7.3,0,29.8
2809,23527,221,1,22,2012,A,QB,76,2017,12426.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2812,9741,255,3,92,2015,A,TE,77,2017,9096.5,0,0,0,0.0,0,0,0,0,0,0,0,3,1,11,0,0,0,0,0,0.0,0.0,2.1,0,2.1
2813,9741,255,3,92,2015,H,TE,77,2017,9081.4,0,0,0,0.0,0,0,0,0,0,0,0,11,5,63,1,0,0,0,0,0.0,0.0,17.3,0,17.3
2820,15817,219,6,173,2012,A,RB,69,2017,10550.33333,0,0,0,0.0,0,0,0,0,16,71,0,1,1,9,0,0,0,0,0,0.0,7.1,1.9,0,9.0
2821,15817,219,6,173,2012,H,RB,69,2017,10546.14286,0,0,0,0.0,0,0,0,0,62,352,1,3,1,13,0,0,0,0,0,0.0,41.2,2.3,0,43.5
2822,20775,244,0,0,0,A,RB,73,2017,8823.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2823,20775,244,0,0,0,H,RB,73,2017,8825.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2826,9801,188,5,172,2016,A,WR,74,2017,8412.85,0,0,0,0.0,0,0,0,0,1,4,0,26,16,182,0,0,0,0,0,0.0,0.4,34.2,0,34.6
2827,9801,188,5,172,2016,H,WR,74,2017,8415.7,0,0,0,0.0,0,0,0,0,0,0,0,14,4,32,0,0,0,0,0,0.0,0.0,7.2,0,7.2
2832,1727,189,0,0,0,A,WR,69,2017,8939.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2833,1727,189,0,0,0,H,WR,69,2017,8931.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2838,21796,195,3,83,2009,A,WR,73,2017,10990.83333,0,0,0,0.0,0,0,0,0,0,0,0,9,3,32,1,161,0,105,0,0.0,0.0,12.2,0,12.2
2839,21796,195,3,83,2009,H,WR,73,2017,10966.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,24,0,176,0,72,0,0.0,0.0,3.4,0,3.4
2846,20338,214,3,69,2014,A,RB,72,2017,9901.75,0,0,0,0.0,0,0,0,0,6,18,0,21,15,123,0,0,0,0,0,0.0,1.8,27.3,0,29.1
2847,20338,214,3,69,2014,H,RB,72,2017,9885.7,0,0,0,0.0,0,0,0,0,7,39,0,15,11,55,1,0,0,0,0,0.0,3.9,22.5,0,26.4
2855,4263,210,3,73,2015,A,RB,72,2017,8951.666667,0,0,0,0.0,0,0,0,0,59,208,1,17,10,141,1,0,0,0,0,0.0,26.8,30.1,0,56.9
2856,4263,210,3,73,2015,H,RB,72,2017,8953.6,0,0,0,0.0,0,0,0,0,63,331,4,10,8,77,1,0,0,0,0,0.0,57.1,21.7,0,78.8
2865,12368,247,5,146,2017,A,TE,76,2017,8764.85,0,0,0,0.0,0,0,0,0,0,0,0,26,17,199,1,0,0,0,0,0.0,0.0,42.9,0,42.9
2866,12368,247,5,146,2017,H,TE,76,2017,8774.1,0,0,0,0.0,0,0,0,0,0,0,0,18,11,92,0,0,0,0,0,0.0,0.0,20.2,0,20.2
2869,343,202,0,0,0,A,WR,75,2017,8677.75,0,0,0,0.0,0,0,0,0,0,0,0,9,4,31,0,0,0,0,0,0.0,0.0,7.1,0,7.1
2870,343,202,0,0,0,H,WR,75,2017,8675.95,0,0,0,0.0,0,0,0,0,0,0,0,11,7,136,0,0,0,0,0,0.0,0.0,20.6,0,20.6
2875,3705,261,5,162,2007,A,TE,76,2017,11942.0,0,0,0,0.0,0,0,0,0,0,0,0,5,2,39,0,8,0,0,0,0.0,0.0,5.9,0,5.9
2876,3705,261,5,162,2007,H,TE,76,2017,11960.5,0,0,0,0.0,0,0,0,0,0,0,0,10,6,61,0,0,0,0,0,0.0,0.0,12.1,0,12.1
2881,1465,230,2,48,2013,A,RB,74,2017,9365.583333,0,0,0,0.0,0,0,0,0,143,572,5,34,23,143,0,0,0,0,0,0.0,87.2,37.3,0,124.5
2882,1465,230,2,48,2013,H,RB,74,2017,9379.45,0,0,0,0.0,0,0,0,0,109,409,0,42,38,253,0,0,0,0,0,0.0,40.9,63.3,0,104.2
2890,3557,241,0,0,0,A,TE,75,2017,8815.333333,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2891,3557,241,0,0,0,H,TE,75,2017,8802.6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2897,7207,217,0,0,0,A,WR,73,2017,9636.3,0,0,0,0.0,0,0,0,0,0,0,0,24,14,168,1,0,0,0,0,0.0,0.0,36.8,0,36.8
2898,7207,217,0,0,0,H,WR,73,2017,9621.333333,0,0,0,0.0,0,0,0,0,0,0,0,19,10,103,2,0,0,0,0,0.0,0.0,32.3,0,32.3
2903,7636,226,2,62,2014,H,QB,74,2017,9520.5,2,2,18,143.7,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,6.72,0.4,0.0,0,7.12
2912,4400,207,3,76,2015,A,WR,74,2017,9099.0,0,0,0,0.0,0,0,0,0,0,0,0,8,5,89,0,8,0,0,0,0.0,0.0,13.9,0,13.9
2913,4400,207,3,76,2015,H,WR,74,2017,9100.5,0,0,0,0.0,0,0,0,0,0,0,0,8,6,86,0,0,0,0,0,0.0,0.0,14.6,0,14.6
2919,1890,245,0,0,0,A,RB,73,2017,11262.5,0,0,0,0.0,0,0,0,0,57,306,0,3,3,21,1,0,0,0,0,0.0,30.6,11.1,0,41.7
2920,1890,245,0,0,0,H,RB,73,2017,11281.0,0,0,0,0.0,0,0,0,0,80,352,2,1,1,4,0,0,0,0,0,0.0,47.2,1.4,0,48.6
2925,21622,250,7,246,2015,A,TE,76,2017,8788.25,0,0,0,0.0,0,0,0,0,0,0,0,2,2,25,0,0,0,0,0,0.0,0.0,4.5,0,4.5
2926,21622,250,7,246,2015,H,TE,76,2017,8807.107143000001,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2937,5325,250,1,6,2006,A,TE,75,2017,12314.85,0,0,0,0.0,0,0,0,0,0,0,0,23,16,308,0,0,0,0,0,0.0,0.0,46.8,0,46.8
2938,5325,250,1,6,2006,H,TE,75,2017,12314.41667,0,0,0,0.0,0,0,0,0,0,0,0,26,17,219,1,0,0,0,0,0.0,0.0,44.9,0,44.9
2946,11246,206,3,77,2015,A,RB,69,2017,8792.15,0,0,0,0.0,0,0,0,0,27,173,1,29,22,205,0,0,0,0,0,0.0,23.3,42.5,0,65.8
2947,11246,206,3,77,2015,H,RB,69,2017,8787.958333,0,0,0,0.0,0,0,0,0,25,102,1,36,28,241,2,0,0,0,0,0.0,16.2,64.1,0,80.3
2958,24845,221,2,36,2015,A,RB,74,2017,8807.0,0,0,0,0.0,0,0,0,0,17,147,1,10,8,62,0,0,0,0,0,0.0,20.7,14.2,0,34.9
2959,24845,221,2,36,2015,H,RB,74,2017,8803.5,0,0,0,0.0,0,0,0,0,14,52,0,12,8,50,0,0,0,0,0,0.0,5.2,13.0,0,18.2
2972,24336,200,0,0,0,A,WR,69,2017,9210.75,0,0,0,0.0,0,0,0,0,1,-4,0,14,11,136,2,0,0,0,0,0.0,-0.4,36.6,0,36.2
2973,24336,200,0,0,0,H,WR,69,2017,9230.25,0,0,0,0.0,0,0,0,0,2,10,0,15,9,121,1,0,0,0,0,0.0,1.0,27.1,0,28.1
2982,23690,185,0,0,0,A,WR,73,2017,10096.75,0,0,0,0.0,0,0,0,0,0,0,0,6,4,23,0,0,0,0,0,0.0,0.0,6.3,0,6.3
2983,23690,185,0,0,0,H,WR,73,2017,10100.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0
2988,5194,209,1,5,2017,A,WR,75,2017,8327.833333,0,0,0,0.0,0,0,0,0,0,0,0,14,8,70,0,0,0,0,0,0.0,0.0,15.0,0,15.0
2989,5194,209,1,5,2017,H,WR,75,2017,8317.166667,0,0,0,0.0,0,0,0,0,0,0,0,25,12,145,0,0,0,0,0,0.0,0.0,26.5,0,26.5
2996,1942,246,7,215,2013,A,RB,73,2017,9901.416667,0,0,0,0.0,0,0,0,0,3,3,0,4,4,29,1,14,0,0,0,0.0,0.3,12.9,0,13.2
2997,1942,246,7,215,2013,H,RB,73,2017,9896.75,0,0,0,0.0,0,0,0,0,0,0,0,7,2,14,0,0,0,0,0,0.0,0.0,3.4,0,3.4
3002,5945,253,7,233,2010,A,TE,77,2017,11217.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3005,2857,211,4,118,2014,A,WR,76,2017,9421.85,0,0,0,0.0,0,0,0,0,1,-9,0,27,12,161,0,0,0,0,0,0.0,-0.9,28.1,0,27.2
3006,2857,211,4,118,2014,H,WR,76,2017,9439.45,0,0,0,0.0,0,0,0,0,4,23,0,24,15,185,2,58,0,0,0,0.0,2.3,45.5,0,47.8
3017,1647,211,0,0,0,A,WR,75,2017,10062.75,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3018,1647,211,0,0,0,H,WR,75,2017,10045.75,0,0,0,0.0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0.0,0.0,2.2,0,2.2
3032,1022,213,0,0,0,A,RB,71,2017,10557.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3033,1022,213,0,0,0,H,RB,71,2017,10553.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3036,4558,207,6,199,2016,A,WR,75,2017,8591.083333,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3037,4558,207,6,199,2016,H,WR,75,2017,8574.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3038,18520,194,4,117,2017,A,WR,75,2017,8280.1,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3039,18520,194,4,117,2017,H,WR,75,2017,8277.666667,0,0,0,0.0,0,0,0,0,0,0,0,7,5,65,1,0,0,0,0,0.0,0.0,17.5,0,17.5
3042,8269,165,6,186,2016,A,WR,66,2017,9121.583333,0,0,0,0.0,0,0,0,0,0,0,0,4,2,16,0,112,0,43,0,0.0,0.0,3.6,0,3.6
3043,8269,165,6,186,2016,H,WR,66,2017,9124.5,0,0,0,0.0,0,0,0,0,0,0,0,2,1,-1,0,247,0,41,0,0.0,0.0,0.9,0,0.9
3048,4121,213,3,87,2015,A,WR,74,2017,8964.0,0,0,0,0.0,0,0,0,0,0,0,0,8,3,49,0,0,0,0,0,0.0,0.0,7.9,0,7.9
3049,4121,213,3,87,2015,H,WR,74,2017,8966.8,0,0,0,0.0,0,0,0,0,0,0,0,2,2,13,0,0,0,0,0,0.0,0.0,3.3,0,3.3
3057,4853,174,4,105,2015,A,WR,68,2017,8886.5,0,0,0,0.0,0,0,0,0,2,7,0,20,14,140,0,0,0,37,0,0.0,0.7,28.0,0,28.7
3058,4853,174,4,105,2015,H,WR,68,2017,8890.166667,0,0,0,0.0,0,0,0,0,4,28,0,52,32,421,1,0,0,51,0,0.0,2.8,80.1,0,82.9
3065,2544,180,6,195,2010,A,WR,70,2017,10684.58333,0,0,0,0.0,0,0,0,0,0,0,0,61,41,598,2,0,0,22,0,0.0,0.0,112.8,0,112.8
3066,2544,180,6,195,2010,H,WR,70,2017,10698.45,0,0,0,0.0,0,0,0,0,0,0,0,65,39,597,6,0,0,39,0,0.0,0.0,134.7,0,134.7
3069,10019,222,0,0,0,A,WR,75,2017,8177.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3070,10019,222,0,0,0,H,WR,75,2017,8184.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3071,12095,185,0,0,0,H,WR,76,2017,8097.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3076,24990,220,0,0,0,A,RB,72,2017,9535.5,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0.0
3077,24990,220,0,0,0,H,RB,72,2017,9532.166667,0,0,0,0.0,0,0,0,0,7,22,1,0,0,0,0,0,0,0,0,0.0,8.2,0.0,0,8.2
3081,15715,192,0,0,0,A,QB,75,2017,12146.75,48,78,391,58.65,1,4,10,86,2,9,0,0,0,0,0,0,0,0,0,3.64,0.9,0.0,0,4.54
3082,15715,192,0,0,0,H,QB,75,2017,12141.25,30,49,470,104.7,3,1,2,9,1,0,0,0,0,0,0,0,0,0,0,32.8,0.0,0.0,0,32.8
3090,20827,215,2,62,2017,A,WR,73,2017,7627.333333,0,0,0,0.0,0,0,0,0,0,0,0,30,20,408,3,40,0,0,0,0.0,0.0,78.8,0,78.8
3091,20827,215,2,62,2017,H,WR,73,2017,7633.0,0,0,0,0.0,0,0,0,0,0,0,0,21,13,160,2,29,0,0,0,0.0,0.0,41.0,0,41.0
3096,12827,205,2,63,2014,A,WR,72,2017,9092.5,0,1,0,6.6,0,0,0,0,1,-7,0,71,45,333,2,0,0,4,0,0.0,-0.7,90.3,0,89.6
3097,12827,205,2,63,2014,H,WR,72,2017,9095.4,0,0,0,0.0,0,0,0,0,0,0,0,46,30,304,4,0,0,73,0,0.0,0.0,84.4,0,84.4
3100,4418,233,3,105,2017,A,RB,73,2017,8193.833333,0,0,0,0.0,0,0,0,0,12,64,0,0,0,0,0,0,0,0,0,0.0,6.4,0.0,0,6.4
3101,4418,233,3,105,2017,H,RB,73,2017,8207.7,0,0,0,0.0,0,0,0,0,12,49,0,0,0,0,0,0,0,0,0,0.0,4.9,0.0,0,4.9
3105,24143,219,0,0,0,A,WR,74,2017,9069.5,0,0,0,0.0,0,0,0,0,0,0,0,8,5,51,0,0,0,0,0,0.0,0.0,10.1,0,10.1
3106,24143,219,0,0,0,H,WR,74,2017,9073.0,0,0,0,0.0,0,0,0,0,0,0,0,10,4,33,0,0,0,0,0,0.0,0.0,7.3,0,7.3
3109,6828,200,0,0,0,A,RB,70,2017,8928.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3110,6828,200,0,0,0,H,RB,70,2017,8936.666667,0,0,0,0.0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0,0.5
3115,2848,225,1,24,2010,A,WR,74,2017,10572.25,0,0,0,0.0,0,0,0,0,0,0,0,42,24,212,3,0,0,0,0,0.0,0.0,63.2,0,63.2
3116,2848,225,1,24,2010,H,WR,74,2017,10578.625,0,0,0,0.0,0,0,0,0,0,0,0,60,29,366,1,0,0,0,0,0.0,0.0,71.6,0,71.6
3118,7758,208,0,0,0,A,WR,73,2017,8331.833333,0,0,0,0.0,0,0,0,0,0,0,0,5,2,27,0,0,0,0,0,0.0,0.0,4.7,0,4.7
3119,7758,208,0,0,0,H,WR,73,2017,8343.5,0,0,0,0.0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0.0,0.0,1.8,0,1.8
3130,17370,233,4,114,2017,A,RB,71,2017,8076.0,0,0,0,0.0,0,0,0,0,64,258,1,6,5,40,0,20,0,0,0,0.0,31.8,9.0,0,40.8
3131,17370,233,4,114,2017,H,RB,71,2017,8068.625,0,0,0,0.0,0,0,0,0,61,207,0,9,8,85,1,28,0,0,0,0.0,20.7,22.5,0,43.2
3132,21906,181,5,177,2017,A,WR,68,2017,8561.75,0,0,0,0.0,0,0,0,0,0,0,0,24,13,103,0,0,0,129,0,0.0,0.0,23.3,0,23.3
3133,21906,181,5,177,2017,H,WR,68,2017,8570.95,0,0,0,0.0,0,0,0,0,0,0,0,16,13,136,1,0,0,56,0,0.0,0.0,32.6,0,32.6
3139,16363,260,1,1,2011,A,QB,78,2017,10385.16667,112,181,1375,90.15,9,5,13,73,50,169,2,0,0,0,0,0,0,0,0,86.0,28.9,0.0,0,114.9
3140,16363,260,1,1,2011,H,QB,78,2017,10383.6,99,169,1025,73.5,5,6,13,100,33,295,3,0,0,0,0,0,0,0,0,46.0,47.5,0.0,0,93.5
3145,11834,248,4,130,2013,A,RB,74,2017,9662.75,0,0,0,0.0,0,0,0,0,3,23,0,7,5,29,1,0,0,0,0,0.0,2.3,13.9,0,16.2
3146,11834,248,4,130,2013,H,RB,74,2017,9677.9,0,0,0,0.0,0,0,0,0,3,5,0,15,11,91,0,0,0,0,0,0.0,0.5,20.1,0,20.6
3151,16277,156,5,159,2015,A,WR,70,2017,9304.083333,0,0,0,0.0,0,0,0,0,1,14,0,29,18,311,2,0,0,0,0,0.0,1.4,61.1,0,62.5
3152,16277,156,5,159,2015,H,WR,70,2017,9311.85,0,0,0,0.0,0,0,0,0,1,16,0,16,5,65,0,0,0,0,0,0.0,1.6,11.5,0,13.1
3154,14584,209,3,85,2010,A,QB,74,2017,11043.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3161,9745,246,0,0,0,A,RB,76,2017,9770.3,0,0,0,0.0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0.0,0.0,2.6,0,2.6
3162,9745,246,0,0,0,H,RB,76,2017,9752.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3169,11230,224,3,86,2015,A,RB,73,2017,9399.25,0,0,0,0.0,0,0,0,0,11,23,0,9,6,67,0,0,0,0,0,0.0,2.3,12.7,0,15.0
3172,8015,210,1,1,2016,A,QB,76,2017,8405.25,91,144,1207,111.34,10,0,6,44,8,15,0,0,0,0,0,0,0,0,0,102.28,1.5,0.0,0,103.78
3173,8015,210,1,1,2016,H,QB,76,2017,8402.791667,132,217,1757,91.61666667,8,5,13,89,14,38,1,0,0,0,0,0,0,0,0,95.28,9.8,0.0,0,105.08
3178,6064,201,0,0,0,A,WR,74,2017,9213.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3179,6064,201,0,0,0,H,WR,74,2017,9220.416667,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
3182,10018,217,5,162,2016,A,QB,75,2017,9112.0,25,48,258,57.6,2,4,5,29,6,41,0,0,0,0,0,0,0,0,0,9.32,4.1,0.0,0,13.42
3183,10018,217,5,162,2016,H,QB,75,2017,9115.5,21,27,259,105.2,2,1,1,6,4,30,0,0,0,0,0,0,0,0,0,19.36,3.0,0.0,0,22.36
3189,5664,240,0,0,0,A,RB,73,2017,10402.66667,0,0,0,0.0,0,0,0,0,1,-2,0,2,0,0,0,24,0,0,0,0.0,-0.2,0.0,0,-0.2
3190,5664,240,0,0,0,H,RB,73,2017,10393.6,0,0,0,0.0,0,0,0,0,1,0,0,4,4,26,0,0,0,0,0,0.0,0.0,6.6,0,6.6
3195,14004,237,1,16,2013,A,QB,77,2017,10057.75,11,17,106,57.5,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1.24,0.0,0.0,0,1.24
3196,14004,237,1,16,2013,H,QB,77,2017,10064.75,13,26,159,82.1,1,0,3,22,2,15,0,0,0,0,0,0,0,0,0,9.36,1.5,0.0,0,10.86
3201,490,230,0,0,0,A,TE,74,2017,9040.0,0,0,0,0.0,0,0,0,0,0,0,0,8,4,55,0,0,0,0,0,0.0,0.0,9.5,0,9.5
3202,490,230,0,0,0,H,TE,74,2017,9024.0,0,0,0,0.0,0,0,0,0,0,0,0,20,13,188,0,0,0,0,0,0.0,0.0,31.8,0,31.8
3205,22969,240,6,197,2016,A,RB,73,2017,8779.1,0,0,0,0.0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0.0,0.0,1.7,0,1.7
3206,22969,240,6,197,2016,H,RB,73,2017,8774.916667,0,0,0,0.0,0,0,0,0,0,0,0,1,1,11,0,18,0,0,0,0.0,0.0,2.1,0,2.1
3210,18832,184,6,178,2011,A,WR,70,2017,10606.2,0,0,0,0.0,0,0,0,0,0,0,0,20,6,123,1,0,0,0,0,0.0,0.0,24.3,0,24.3
3211,18832,184,6,178,2011,H,WR,70,2017,10619.66667,0,0,0,0.0,0,0,0,0,0,0,0,19,8,83,0,0,0,0,0,0.0,0.0,16.3,0,16.3
3217,160,216,5,149,2015,A,RB,72,2017,8887.4,0,0,0,0.0,0,0,0,0,85,382,0,13,9,41,0,0,0,0,0,0.0,38.2,13.1,0,51.3
3218,160,216,5,149,2015,H,RB,72,2017,8897.8,0,0,0,0.0,0,0,0,0,73,277,1,10,7,43,0,0,0,0,0,0.0,33.7,11.3,0,45.0
3223,16775,235,0,0,0,A,RB,72,2017,10401.0,0,0,0,0.0,0,0,0,0,3,5,1,2,2,13,0,9,0,0,0,0.0,6.5,3.3,0,9.8
3224,16775,235,0,0,0,H,RB,72,2017,10426.5,0,0,0,0.0,0,0,0,0,5,29,0,3,2,6,0,0,0,0,0,0.0,2.9,2.6,0,5.5
3233,14302,218,0,0,0,A,WR,77,2017,10214.83333,0,0,0,0.0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0.0,0.0,1.8,0,1.8
3234,14302,218,0,0,0,H,WR,77,2017,10221.83333,0,0,0,0.0,0,0,0,0,0,0,0,5,2,17,0,0,0,0,0,0.0,0.0,3.7,0,3.7
3235,10298,251,1,19,2017,A,TE,78,2017,8379.583333,0,0,0,0.0,0,0,0,0,0,0,0,20,15,235,3,0,0,0,0,0.0,0.0,56.5,0,56.5
3236,10298,251,1,19,2017,H,TE,78,2017,8363.5,0,0,0,0.0,0,0,0,0,0,0,0,10,5,96,1,0,0,0,0,0.0,0.0,20.6,0,20.6
3241,1081,196,6,182,2013,A,RB,69,2017,10403.0,0,0,0,0.0,0,0,0,0,6,11,1,3,2,31,0,22,0,15,0,0.0,7.1,5.1,0,12.2
3242,1081,196,6,182,2013,H,RB,69,2017,10412.6,0,0,0,0.0,0,0,0,0,7,27,0,3,2,11,0,55,0,185,0,0.0,2.7,3.1,0,5.8
3252,6967,225,1,3,2004,A,WR,75,2017,12462.33333,0,0,0,0.0,0,0,0,0,0,0,0,51,32,336,1,0,0,0,0,0.0,0.0,71.6,0,71.6
3253,6967,225,1,3,2004,H,WR,75,2017,12470.1,0,0,0,0.0,0,0,0,0,0,0,0,55,40,444,3,0,0,0,0,0.0,0.0,102.4,0,102.4
