,player_id,weight,draft_round,draft_position,draft_year,game_location,position_cleaned,height_inches,year,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points
1349,6864,265,3,65,2014,H,TE,78,2017,9489.375,0,0,0,0.0,0,0,0,0,0,0,0,6,6,64,0,0,0,0,0,0.0,0.0,12.4,0,12.4
1350,6484,234,1,23,2017,A,TE,75,2017,8443.25,0,0,0,0.0,0,0,0,0,0,0,0,46,29,282,2,0,0,0,0,0.0,0.0,69.2,0,69.2
1351,6484,234,1,23,2017,H,TE,75,2017,8449.55,0,0,0,0.0,0,0,0,0,0,0,0,39,15,188,3,0,0,0,0,0.0,0.0,51.8,0,51.8
1357,2240,225,6,199,2000,A,QB,76,2017,14688.0,135,188,1613,114.36,12,2,7,39,6,13,0,0,0,0,0,0,0,0,0,125.52,1.3,0.0,0,126.82
1358,2240,225,6,199,2000,H,QB,76,2017,14681.333330000001,144,220,1761,108.58333329999999,14,1,17,105,15,11,0,0,0,0,0,0,0,0,0,135.44,1.1,0.0,0,136.54
1363,18080,209,2,33,2012,A,WR,76,2017,10359.33333,0,0,0,0.0,0,0,0,0,0,0,0,3,3,49,0,0,0,0,0,0.0,0.0,7.9,0,7.9
1364,18080,209,2,33,2012,H,WR,76,2017,10360.33333,0,0,0,0.0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0.0,0.0,2.1,0,2.1
1367,9588,208,6,203,2017,A,RB,67,2017,9070.0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0,0.1
1368,9588,208,6,203,2017,H,RB,67,2017,9060.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1371,12170,224,3,93,2016,A,QB,73,2017,8958.0,1,4,5,41.0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,-3.8,0.0,0.0,0,-3.8
1372,12170,224,3,93,2016,H,QB,73,2017,8930.0,10,19,121,50.5,0,1,2,17,1,-1,0,0,0,0,0,0,0,0,0,0.84,-0.1,0.0,0,0.74
1377,9792,233,4,110,2016,A,TE,77,2017,9056.6,0,0,0,0.0,0,0,0,0,0,0,0,19,7,64,1,0,0,0,0,0.0,0.0,19.4,0,19.4
1378,9792,233,4,110,2016,H,TE,77,2017,9054.166667,0,0,0,0.0,0,0,0,0,0,0,0,22,14,198,0,0,0,0,0,0.0,0.0,33.8,0,33.8
1380,5742,202,1,22,2016,A,WR,74,2017,9086.6,0,0,0,0.0,0,0,0,0,0,0,0,21,12,206,0,0,0,0,0,0.0,0.0,32.6,0,32.6
1381,5742,202,1,22,2016,H,WR,74,2017,9086.166667,0,0,0,0.0,0,0,0,0,0,0,0,19,9,122,4,0,0,0,0,0.0,0.0,45.2,0,45.2
1387,24031,211,0,0,0,A,RB,71,2017,9331.75,0,0,0,0.0,0,0,0,0,23,71,0,14,10,53,0,0,0,0,0,0.0,7.1,15.3,0,22.4
1388,24031,211,0,0,0,H,RB,71,2017,9334.65,0,0,0,0.0,0,0,0,0,23,110,0,14,10,102,1,-7,0,0,0,0.0,11.0,26.2,0,37.2
1394,16281,240,0,0,0,A,TE,74,2017,11327.65,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1395,16281,240,0,0,0,H,TE,74,2017,11341.16667,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1400,3142,215,7,209,2013,A,WR,75,2017,10120.95,0,0,0,0.0,0,0,0,0,0,0,0,6,4,138,1,0,0,0,0,0.0,0.0,23.8,0,23.8
1401,3142,215,7,209,2013,H,WR,75,2017,10127.25,0,0,0,0.0,0,0,0,0,0,0,0,14,9,129,1,0,0,0,0,0.0,0.0,27.9,0,27.9
1404,23623,237,1,2,2016,A,QB,77,2017,9046.0,98,173,1272,95.5,10,2,12,58,26,113,0,0,0,0,0,0,0,0,0,94.88,11.3,0.0,0,106.18
1405,23623,237,1,2,2016,H,QB,77,2017,9064.5,115,181,1385,109.96666670000002,18,3,12,73,29,140,0,0,0,0,0,0,0,0,0,145.4,14.0,0.0,0,159.4
1408,21681,181,4,133,2017,A,WR,68,2017,8380.75,0,0,0,0.0,0,0,0,0,2,6,0,2,2,9,0,75,0,92,0,0.0,0.6,2.9,0,3.5
1409,21681,181,4,133,2017,H,WR,68,2017,8392.785714,0,0,0,0.0,0,0,0,0,2,-1,0,0,0,0,0,394,0,88,1,0.0,-0.1,0.0,6,5.9
1410,1960,178,0,0,0,A,WR,68,2017,8217.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0.0,0.0,0.0,0,0.0
1411,1960,178,0,0,0,H,WR,68,2017,8237.833333,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,118,0,23,0,0.0,0.0,0.0,0,0.0
1412,2330,190,0,0,0,A,RB,70,2017,8257.5,0,0,0,0.0,0,0,0,0,32,138,0,20,11,83,1,0,0,0,0,0.0,13.8,25.3,0,39.1
1413,2330,190,0,0,0,H,RB,70,2017,8271.0,0,0,0,0.0,0,0,0,0,21,93,1,12,7,53,0,0,0,0,0,0.0,15.3,12.3,0,27.6
1418,24327,252,5,158,2013,A,TE,77,2017,10136.58333,0,0,0,0.0,0,0,0,0,0,0,0,7,4,66,1,0,0,0,0,0.0,0.0,16.6,0,16.6
1419,24327,252,5,158,2013,H,TE,77,2017,10140.55,0,0,0,0.0,0,0,0,0,0,0,0,9,7,40,2,0,0,0,0,0.0,0.0,23.0,0,23.0
1424,1488,206,0,0,0,A,WR,72,2017,10369.25,0,0,0,0.0,0,0,0,0,0,0,0,13,7,87,0,0,0,0,0,0.0,0.0,15.7,0,15.7
1425,1488,206,0,0,0,H,WR,72,2017,10378.33333,0,0,0,0.0,0,0,0,0,0,0,0,11,5,84,1,0,0,0,0,0.0,0.0,19.4,0,19.4
1431,421,224,0,0,0,A,RB,68,2017,9756.3,0,0,0,0.0,0,0,0,0,47,183,0,6,4,31,0,0,0,0,0,0.0,18.3,7.1,0,25.4
1432,421,224,0,0,0,H,RB,68,2017,9741.333333,0,0,0,0.0,0,0,0,0,97,402,2,14,11,80,1,0,0,0,0,0.0,52.2,25.0,0,77.2
1433,19217,199,6,191,2016,H,QB,75,2017,9035.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1440,5925,254,0,0,0,A,TE,77,2017,10022.15,0,0,0,0.0,0,0,0,0,0,0,0,44,34,302,2,0,0,0,0,0.0,0.0,76.2,0,76.2
1441,5925,254,0,0,0,H,TE,77,2017,10030.35,0,0,0,0.0,0,0,0,0,0,0,0,33,25,242,0,0,0,0,0,0.0,0.0,49.2,0,49.2
1446,19120,188,1,9,2017,A,WR,71,2017,8385.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1447,19120,188,1,9,2017,H,WR,71,2017,8349.0,0,0,0,0.0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0.0,1.2,0.0,0,1.2
1452,20111,244,5,136,2011,A,RB,71,2017,10534.0,0,0,0,0.0,0,0,0,0,0,0,0,3,2,22,0,0,0,0,0,0.0,0.0,4.2,0,4.2
1453,20111,244,5,136,2011,H,RB,71,2017,10538.2,0,0,0,0.0,0,0,0,0,0,0,0,1,1,4,0,7,0,0,0,0.0,0.0,1.4,0,1.4
1457,22498,185,0,0,0,A,WR,72,2017,8592.083333,0,0,0,0.0,0,0,0,0,0,0,0,7,1,20,0,0,0,0,0,0.0,0.0,3.0,0,3.0
1458,22498,185,0,0,0,H,WR,72,2017,8573.416667,0,0,0,0.0,0,0,0,0,1,6,0,11,4,59,0,0,0,24,0,0.0,0.6,9.9,0,10.5
1461,17245,264,0,0,0,A,TE,77,2017,11176.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1462,17245,264,0,0,0,H,TE,77,2017,11192.1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1467,24100,212,4,134,2017,A,RB,72,2017,8237.5,0,0,0,0.0,0,0,0,0,44,140,1,7,6,81,1,0,0,0,0,0.0,20.0,20.1,0,40.1
1468,24100,212,4,134,2017,H,RB,72,2017,8229.0,0,0,0,0.0,0,0,0,0,26,84,1,9,7,71,0,0,0,0,0,0.0,14.4,14.1,0,28.5
1471,12922,205,7,237,2016,A,RB,72,2017,9154.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1472,12922,205,7,237,2016,H,RB,72,2017,9158.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1477,10943,219,7,236,2014,A,WR,75,2017,9631.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0.0
1478,10943,219,7,236,2014,H,WR,75,2017,9623.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1483,14151,223,1,31,2012,A,RB,69,2017,10523.0,0,0,0,0.0,0,0,0,0,68,180,1,8,5,48,0,0,0,0,0,0.0,24.0,9.8,0,33.8
1484,14151,223,1,31,2012,H,RB,69,2017,10512.66667,0,0,0,0.0,0,0,0,0,51,196,1,7,2,12,0,0,0,0,0,0.0,25.6,3.2,0,28.8
1491,24276,205,0,0,0,A,WR,76,2017,9382.916667,0,0,0,0.0,0,0,0,0,0,0,0,26,14,234,1,0,0,0,0,0.0,0.0,43.4,0,43.4
1492,24276,205,0,0,0,H,WR,76,2017,9372.05,0,0,0,0.0,0,0,0,0,0,0,0,19,13,206,1,0,0,0,0,0.0,0.0,39.6,0,39.6
1503,9813,247,0,0,0,A,TE,76,2017,8533.75,0,0,0,0.0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0.0,0.0,2.0,0,2.0
1504,9813,247,0,0,0,H,TE,76,2017,8540.75,0,0,0,0.0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0.0,0.0,1.5,0,1.5
1517,18016,240,3,1,2011,A,QB,78,2017,10341.0,0,0,0,0.0,0,0,0,0,0,0,0,16,9,132,1,0,0,0,0,0.0,0.0,28.2,0,28.2
1518,18016,240,3,1,2011,H,QB,78,2017,10341.2,0,0,0,0.0,0,0,0,0,0,0,0,21,11,108,0,0,0,0,0,0.0,0.0,21.8,0,21.8
1522,5086,214,3,106,2017,A,WR,74,2017,8658.583333,0,0,0,0.0,0,0,0,0,0,0,0,6,3,32,0,0,0,0,0,0.0,0.0,6.2,0,6.2
1523,5086,214,3,106,2017,H,WR,74,2017,8662.55,0,0,0,0.0,0,0,0,0,0,0,0,5,3,26,0,0,0,0,0,0.0,0.0,5.6,0,5.6
1528,3310,192,7,218,2014,A,WR,69,2017,9755.3,0,0,0,0.0,0,0,0,0,3,28,0,6,5,42,0,0,0,70,0,0.0,2.8,9.2,0,12.0
1529,3310,192,7,218,2014,H,WR,69,2017,9745.5,0,0,0,0.0,0,0,0,0,1,5,0,11,7,49,0,46,0,151,1,0.0,0.5,11.9,6,18.4
1532,5316,188,5,163,2016,A,WR,73,2017,8876.0,0,0,0,0.0,0,0,0,0,1,4,0,1,1,9,0,165,0,50,0,0.0,0.4,1.9,0,2.3
1533,5316,188,5,163,2016,H,WR,73,2017,8867.5,0,0,0,0.0,0,0,0,0,1,9,0,1,1,5,0,240,0,84,0,0.0,0.9,1.5,0,2.4
1534,4458,210,2,41,2017,A,RB,70,2017,8073.5,0,0,0,0.0,0,0,0,0,12,64,0,3,2,0,0,0,0,0,0,0.0,6.4,2.0,0,8.4
1535,4458,210,2,41,2017,H,RB,70,2017,8078.5,0,0,0,0.0,0,0,0,0,62,290,2,13,9,90,0,0,0,0,0,0.0,41.0,18.0,0,59.0
1544,5268,223,4,126,2015,A,RB,69,2017,9303.05,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0.0
1545,5268,223,4,126,2015,H,RB,69,2017,9290.75,0,0,0,0.0,0,0,0,0,6,18,0,2,2,41,0,0,0,0,0,0.0,1.8,6.1,0,7.9
1552,15788,262,6,188,2016,A,TE,76,2017,8924.4,0,0,0,0.0,0,0,0,0,0,0,0,5,4,29,1,0,0,0,0,0.0,0.0,12.9,0,12.9
1553,15788,262,6,188,2016,H,TE,76,2017,8910.5,0,0,0,0.0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0.0,0.0,1.5,0,1.5
1554,18370,175,0,0,0,A,WR,69,2017,9421.0,0,0,0,0.0,0,0,0,0,3,17,0,2,2,21,0,79,0,10,0,0.0,1.7,4.1,0,5.8
1555,18370,175,0,0,0,H,WR,69,2017,9417.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,0,133,0,0.0,0.0,0.0,0,0.0
1558,1040,225,0,0,0,A,RB,71,2017,8524.75,0,0,0,0.0,0,0,0,0,16,41,2,5,4,31,0,0,0,0,0,0.0,16.1,7.1,0,23.2
1559,1040,225,0,0,0,H,RB,71,2017,8508.75,0,0,0,0.0,0,0,0,0,14,47,0,0,0,0,0,0,0,0,0,0.0,4.7,0.0,0,4.7
1565,5616,244,3,70,2010,A,TE,76,2017,11040.66667,0,0,0,0.0,0,0,0,0,0,0,0,23,16,294,0,0,0,0,0,0.0,0.0,45.4,0,45.4
1566,5616,244,3,70,2010,H,TE,76,2017,11039.1,0,0,0,0.0,0,0,0,0,0,0,0,19,10,103,1,0,0,0,0,0.0,0.0,26.3,0,26.3
1571,10639,198,0,0,0,A,WR,75,2017,10501.5,0,0,0,0.0,0,0,0,0,0,0,0,9,4,64,0,0,0,0,0,0.0,0.0,10.4,0,10.4
1572,10639,198,0,0,0,H,WR,75,2017,10484.0,0,0,0,0.0,0,0,0,0,0,0,0,17,11,140,0,0,0,0,0,0.0,0.0,25.0,0,25.0
1573,15528,228,2,48,2017,A,RB,73,2017,7762.583333,0,0,0,0.0,0,0,0,0,84,256,2,19,16,96,0,0,0,0,0,0.0,37.6,25.6,0,63.2
1574,15528,228,2,48,2017,H,RB,73,2017,7749.85,0,0,0,0.0,0,0,0,0,66,228,2,10,10,162,0,0,0,0,0,0.0,34.8,26.2,0,61.0
1578,10180,248,3,81,2016,A,TE,75,2017,8390.291667,0,0,0,0.0,0,0,0,0,0,0,0,19,13,225,2,0,0,0,0,0.0,0.0,47.5,0,47.5
1579,10180,248,3,81,2016,H,TE,75,2017,8392.2,0,0,0,0.0,0,0,0,0,0,0,0,29,23,192,1,0,0,0,0,0.0,0.0,48.2,0,48.2
1582,12161,242,0,0,0,A,RB,72,2017,9201.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1583,12161,242,0,0,0,H,RB,72,2017,9194.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0.0,0.0,1.3,0,1.3
1589,23422,234,6,198,2016,A,RB,74,2017,9114.75,0,0,0,0.0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0.0,0.0,2.2,0,2.2
1590,23422,234,6,198,2016,H,RB,74,2017,9103.85,0,0,0,0.0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0.0,1.7,0.0,0,1.7
1596,23645,205,0,0,0,A,RB,70,2017,9629.5,0,0,0,0.0,0,0,0,0,9,39,1,15,14,69,2,0,0,0,0,0.0,9.9,32.9,0,42.8
1597,23645,205,0,0,0,H,RB,70,2017,9634.7,0,0,0,0.0,0,0,0,0,1,2,0,12,10,53,0,37,0,0,0,0.0,0.2,15.3,0,15.5
1601,12747,250,0,0,0,A,TE,78,2017,9155.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1602,12747,250,0,0,0,H,TE,78,2017,9169.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1603,17349,247,0,0,0,A,RB,74,2017,8823.833333,0,0,0,0.0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0.0,0.0,1.6,0,1.6
1604,17349,247,0,0,0,H,RB,74,2017,8831.6,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0,0.1
1611,4036,190,6,184,2015,A,WR,70,2017,9418.65,0,0,0,0.0,0,0,0,0,2,29,0,5,0,0,0,0,0,97,1,0.0,2.9,0.0,6,8.9
1612,4036,190,6,184,2015,H,WR,70,2017,9426.916667,0,0,0,0.0,0,0,0,0,0,0,0,4,2,33,0,33,0,2,0,0.0,0.0,5.3,0,5.3
1617,23158,180,3,84,2009,A,WR,72,2017,11397.75,0,0,0,0.0,0,0,0,0,1,4,0,21,14,231,2,0,0,0,0,0.0,0.4,49.1,0,49.5
1618,23158,180,3,84,2009,H,WR,72,2017,11398.0,0,0,0,0.0,0,0,0,0,0,0,0,29,15,140,1,0,0,0,0,0.0,0.0,35.0,0,35.0
1619,17629,196,0,0,0,A,WR,72,2017,9401.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1622,10472,227,5,147,2015,A,QB,75,2017,8911.333333,53,84,614,94.86666667,5,3,11,68,4,25,0,0,0,0,0,0,0,0,0,37.56,2.5,0.0,0,40.06
1623,10472,227,5,147,2015,H,QB,75,2017,8899.75,60,100,571,62.175,0,4,10,69,10,85,2,0,0,0,0,0,0,0,0,4.84,20.5,0.0,0,25.34
1632,3509,238,0,0,0,A,WR,75,2017,9939.5,0,0,0,0.0,0,0,0,0,0,0,0,2,2,22,0,0,0,0,0,0.0,0.0,4.2,0,4.2
1633,3509,238,0,0,0,H,WR,75,2017,9939.55,0,0,0,0.0,0,0,0,0,0,0,0,4,2,21,0,0,0,0,0,0.0,0.0,4.1,0,4.1
1640,21119,236,2,43,2007,A,QB,75,2017,12228.25,20,44,267,50.85,2,2,2,6,5,6,0,0,0,0,0,0,0,0,0,16.68,0.6,0.0,0,17.28
1641,21119,236,2,43,2007,H,QB,75,2017,12239.25,24,47,273,75.9,1,0,2,17,1,1,0,0,0,0,0,0,0,0,0,14.92,0.1,0.0,0,15.02
1644,4908,249,0,0,0,A,TE,76,2017,11162.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1645,4908,249,0,0,0,H,TE,76,2017,11158.5,0,0,0,0.0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0.0,0.0,1.2,0,1.2
1654,6062,191,0,0,0,A,RB,68,2017,10159.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1655,6062,191,0,0,0,H,RB,68,2017,10152.75,0,0,0,0.0,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0.0,3.1,0.0,0,3.1
1660,22484,235,0,0,0,A,TE,79,2017,9044.0,0,0,0,0.0,0,0,0,0,0,0,0,9,5,43,0,0,0,0,0,0.0,0.0,9.3,0,9.3
1661,22484,235,0,0,0,H,TE,79,2017,9048.2,0,0,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1666,941,189,0,0,0,A,WR,70,2017,10618.04167,0,0,0,0.0,0,0,0,0,2,-8,0,48,34,417,2,0,0,0,0,0.0,-0.8,87.7,0,86.9
1667,941,189,0,0,0,H,WR,70,2017,10622.0,0,0,0,0.0,0,0,0,0,0,0,0,40,24,281,2,0,0,0,0,0.0,0.0,64.1,0,64.1
1670,6166,192,0,0,0,A,WR,70,2017,8898.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0,0.0
1671,6166,192,0,0,0,H,WR,70,2017,8898.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1672,19225,189,0,0,0,A,WR,72,2017,8085.0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1673,19225,189,0,0,0,H,WR,72,2017,8086.5,0,0,0,0.0,0,0,0,0,0,0,0,12,6,66,0,0,0,0,0,0.0,0.0,12.6,0,12.6
1678,22385,205,0,0,0,A,QB,75,2017,10963.5,9,18,128,33.8,0,2,4,29,2,2,0,0,0,0,0,0,0,0,0,-2.88,0.2,0.0,0,-2.68
1685,2038,232,1,3,2014,A,QB,77,2017,9305.916667,88,159,1004,75.13333333,4,3,9,58,22,137,2,0,0,0,0,0,0,0,0,49.16,25.7,0.0,0,74.86
1686,2038,232,1,3,2014,H,QB,77,2017,9301.25,115,189,1240,85.46,8,5,10,43,19,120,0,0,0,0,0,0,0,0,0,77.6,12.0,0.0,0,89.6
1691,8316,250,0,0,0,A,TE,76,2017,10209.33333,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1692,8316,250,0,0,0,H,TE,76,2017,10212.2,0,1,0,7.92,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0,0.3
1697,6598,231,1,7,2014,A,WR,77,2017,8835.0,0,0,0,0.0,0,0,0,0,0,0,0,58,29,433,2,0,0,0,0,0.0,0.0,84.3,0,84.3
1698,6598,231,1,7,2014,H,WR,77,2017,8811.5,0,0,0,0.0,0,0,0,0,0,0,0,38,22,269,2,0,0,0,0,0.0,0.0,60.9,0,60.9
1703,24616,200,0,0,0,A,RB,69,2017,11951.0,0,0,0,0.0,0,0,0,0,2,6,0,9,8,54,0,0,0,0,0,0.0,0.6,13.4,0,14.0
1704,24616,200,0,0,0,H,RB,69,2017,11994.0,0,0,0,0.0,0,0,0,0,4,22,0,4,4,23,0,0,0,0,0,0.0,2.2,6.3,0,8.5
1709,11208,195,1,24,2008,A,RB,71,2017,11692.375,0,0,0,0.0,0,0,0,0,20,65,0,1,1,8,0,0,0,0,0,0.0,6.5,1.8,0,8.3
1710,11208,195,1,24,2008,H,RB,71,2017,11693.0,0,0,0,0.0,0,0,0,0,25,49,0,5,4,35,0,0,0,0,0,0.0,4.9,7.5,0,12.4
1711,19252,228,0,0,0,A,QB,75,2017,8735.75,1,2,2,56.2,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0.08,1.3,0.0,0,1.38
1712,19252,228,0,0,0,H,QB,75,2017,8763.75,0,1,0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1730,11634,220,1,6,2011,A,WR,76,2017,10484.66667,0,0,0,0.0,0,0,0,0,0,0,0,58,34,519,1,0,0,0,0,0.0,0.0,91.9,0,91.9
1731,11634,220,1,6,2011,H,WR,76,2017,10486.6,0,0,0,0.0,0,0,0,0,1,15,0,43,32,520,2,0,0,0,0,0.0,1.5,96.0,0,97.5
1736,2589,225,0,0,0,A,WR,77,2017,9280.25,0,0,0,0.0,0,0,0,0,0,0,0,4,3,29,0,0,0,0,0,0.0,0.0,5.9,0,5.9
1737,2589,225,0,0,0,H,WR,77,2017,9279.05,0,0,0,0.0,0,0,0,0,0,0,0,8,4,46,0,0,0,0,0,0.0,0.0,8.6,0,8.6
1742,18745,228,1,4,2004,A,QB,77,2017,13101.41667,133,213,1599,97.83333333,13,4,3,32,13,-5,0,0,0,0,0,0,0,0,0,130.96,-0.5,0.0,0,130.46
1743,18745,228,1,4,2004,H,QB,77,2017,13090.55,108,175,1349,93.3,7,3,9,46,1,0,0,0,0,0,0,0,0,0,0,80.96,0.0,0.0,0,80.96
1756,23665,178,4,110,2017,A,WR,72,2017,8767.375,0,0,0,0.0,0,0,0,0,0,0,0,16,9,76,0,0,0,0,0,0.0,0.0,16.6,0,16.6
1765,14056,215,1,2,2015,A,QB,76,2017,8758.65,81,129,1004,69.12,3,9,8,60,19,80,3,0,0,0,0,0,0,0,0,32.16,26.0,0.0,0,58.16
1766,14056,215,1,2,2015,H,QB,76,2017,8749.65,112,177,1269,90.98,6,3,9,62,21,110,1,0,0,0,0,0,0,0,0,71.76,17.0,0.0,0,88.76
1769,14205,195,0,0,0,A,WR,72,2017,9573.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1770,14205,195,0,0,0,H,WR,72,2017,9562.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1775,1440,263,4,117,2015,A,TE,78,2017,9574.9,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1776,1440,263,4,117,2015,H,TE,78,2017,9561.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0.0,0.0,2.2,0,2.2
1781,19868,243,0,0,0,A,WR,77,2017,8263.5,0,0,0,0.0,0,0,0,0,0,0,0,6,3,54,2,0,0,0,0,0.0,0.0,20.4,0,20.4
1782,19868,243,0,0,0,H,WR,77,2017,8252.166667,0,0,0,0.0,0,0,0,0,0,0,0,6,4,72,1,0,0,0,0,0.0,0.0,17.2,0,17.2
1787,14897,205,3,96,2014,A,RB,69,2017,9305.65,0,0,0,0.0,0,0,0,0,56,216,2,26,18,178,0,103,0,0,0,0.0,33.6,35.8,0,69.4
1788,14897,205,3,96,2014,H,RB,69,2017,9291.75,0,0,0,0.0,0,0,0,0,50,174,1,23,18,83,1,209,0,0,0,0.0,23.4,32.3,0,55.7
1800,9041,190,4,107,2015,A,WR,71,2017,9435.916667,0,0,0,0.0,0,0,0,0,0,0,0,8,7,74,0,0,0,0,0,0.0,0.0,14.4,0,14.4
1801,9041,190,4,107,2015,H,WR,71,2017,9437.85,0,0,0,0.0,0,0,0,0,0,0,0,13,8,72,2,0,0,0,0,0.0,0.0,27.2,0,27.2
1805,14450,210,7,245,2015,A,WR,72,2017,9091.0,0,0,0,0.0,0,0,0,0,0,0,0,11,5,112,0,0,0,0,0,0.0,0.0,16.2,0,16.2
1806,14450,210,7,245,2015,H,WR,72,2017,9100.0,0,0,0,0.0,0,0,0,0,0,0,0,4,3,32,0,0,0,0,0,0.0,0.0,6.2,0,6.2
1823,6420,251,4,128,2012,A,RB,77,2017,10603.625,0,0,0,0.0,0,0,0,0,0,0,0,4,4,29,1,0,0,0,0,0.0,0.0,12.9,0,12.9
1824,6420,251,4,128,2012,H,RB,77,2017,10610.0,0,0,0,0.0,0,0,0,0,0,0,0,8,6,58,0,0,0,0,0,0.0,0.0,11.8,0,11.8
1829,20509,212,1,1,2005,A,QB,76,2017,12213.25,150,203,1682,116.43333329999999,14,3,13,70,23,77,0,0,0,0,0,0,0,0,0,132.28,7.7,0.0,0,139.98
1830,20509,212,1,1,2005,H,QB,76,2017,12217.45,104,166,1191,92.18,5,1,14,97,24,158,1,0,0,0,0,0,0,0,0,61.64,21.8,0.0,0,83.44
1833,17995,220,3,90,2016,A,RB,73,2017,8542.75,0,0,0,0.0,0,0,0,0,11,23,0,5,3,65,0,0,0,0,0,0.0,2.3,9.5,0,11.8
